Year,Sector,Fuel.Type,Methane.emissions,Industry.Type
2016,Power Plants,2,4.75,"C,D"
2016,Power Plants,3,182,"C,D"
2015,Power Plants,1,649.75,"C,D"
2015,Power Plants,2,4.5,"C,D"
2015,Power Plants,3,380.5,"C,D"
2014,Power Plants,1,855.75,"C,D"
2014,Power Plants,2,0.25,"C,D"
2014,Power Plants,3,214,"C,D"
2013,Power Plants,1,64,"C,D"
2013,Power Plants,3,70.5,"C,D"
2013,Power Plants,4,0.5,"C,D"
2012,Power Plants,1,94.5,"C,D"
2012,Power Plants,3,53.5,"C,D"
2012,Power Plants,4,0.75,"C,D"
2011,Power Plants,1,89.25,"C,D"
2011,Power Plants,4,2.75,"C,D"
2022,Power Plants,1,2902.25,"C,D"
2022,Power Plants,4,0.25,"C,D"
2022,Power Plants,2,50,"C,D"
2022,Power Plants,2,57.75,"C,D"
2022,Power Plants,2,18.5,"C,D"
2022,Power Plants,4,0.5,"C,D"
2022,Power Plants,2,0.25,"C,D"
2022,Power Plants,2,0.75,"C,D"
2021,Power Plants,1,2552.5,"C,D"
2021,Power Plants,4,0.25,"C,D"
2021,Power Plants,4,0.25,"C,D"
2020,Power Plants,1,2051,"C,D"
2020,Power Plants,4,0.25,"C,D"
2020,Power Plants,4,0.5,"C,D"
2019,Power Plants,1,2536.25,"C,D"
2019,Power Plants,4,0.25,"C,D"
2019,Power Plants,4,0.5,"C,D"
2018,Power Plants,1,2621.5,"C,D"
2018,Power Plants,4,0.25,"C,D"
2018,Power Plants,4,0.5,"C,D"
2017,Power Plants,1,3595.5,"C,D"
2017,Power Plants,4,0.25,"C,D"
2017,Power Plants,4,0.25,"C,D"
2017,Power Plants,4,2.75,"C,D"
2016,Power Plants,1,2947.75,"C,D"
2016,Power Plants,4,0.5,"C,D"
2016,Power Plants,4,16.25,"C,D"
2015,Power Plants,1,3239,"C,D"
2015,Power Plants,4,0.25,"C,D"
2015,Power Plants,4,0.25,"C,D"
2014,Power Plants,1,3461.25,"C,D"
2014,Power Plants,4,0.75,"C,D"
2014,Power Plants,4,0.25,"C,D"
2013,Power Plants,1,3526.25,"C,D"
2012,Power Plants,1,2302.25,"C,D"
2012,Power Plants,4,0.25,"C,D"
2011,Power Plants,1,2905,"C,D"
2011,Power Plants,4,0.25,"C,D"
2011,Power Plants,4,0.25,"C,D"
2015,Power Plants,1,12.25,C
2015,Power Plants,1,12.5,C
2014,Power Plants,4,0.25,C
2014,Power Plants,1,53.25,C
2014,Power Plants,1,49.75,C
2012,Power Plants,4,2.5,C
2012,Power Plants,1,42.5,C
2012,Power Plants,1,30,C
2011,Power Plants,1,130,C
2011,Power Plants,1,225,C
2022,Power Plants,2,88.5,"C,D"
2022,Power Plants,2,0.5,"C,D"
2022,Power Plants,2,15.5,"C,D"
2022,Power Plants,2,17,"C,D"
2022,Power Plants,2,17.25,"C,D"
2022,Power Plants,2,0.25,"C,D"
2021,Power Plants,2,177.75,"C,D"
2021,Power Plants,2,0.25,"C,D"
2021,Power Plants,2,18,"C,D"
2021,Power Plants,2,18,"C,D"
2021,Power Plants,2,17.75,"C,D"
2020,Power Plants,2,236.5,"C,D"
2020,Power Plants,4,0.25,"C,D"
2020,Power Plants,2,0.5,"C,D"
2020,Power Plants,2,11,"C,D"
2020,Power Plants,2,11,"C,D"
2020,Power Plants,2,12.5,"C,D"
2020,Power Plants,2,0.5,"C,D"
2019,Power Plants,2,236.75,"C,D"
2019,Power Plants,4,0.25,"C,D"
2019,Power Plants,2,0.5,"C,D"
2019,Power Plants,2,9,"C,D"
2019,Power Plants,2,8.25,"C,D"
2019,Power Plants,2,10,"C,D"
2019,Power Plants,2,0.5,"C,D"
2018,Power Plants,2,177.5,"C,D"
2018,Power Plants,4,0.25,"C,D"
2018,Power Plants,2,0.75,"C,D"
2018,Power Plants,2,17.25,"C,D"
2018,Power Plants,2,17,"C,D"
2018,Power Plants,2,18,"C,D"
2018,Power Plants,2,0.75,"C,D"
2017,Power Plants,2,90.25,"C,D"
2017,Power Plants,4,0.25,"C,D"
2017,Power Plants,2,0.5,"C,D"
2017,Power Plants,2,14.25,"C,D"
2017,Power Plants,2,8.5,"C,D"
2017,Power Plants,2,14.25,"C,D"
2017,Power Plants,2,0.75,"C,D"
2016,Power Plants,2,90.25,"C,D"
2016,Power Plants,4,0.25,"C,D"
2016,Power Plants,2,0.5,"C,D"
2016,Power Plants,2,17.5,"C,D"
2016,Power Plants,2,21,"C,D"
2016,Power Plants,2,18.5,"C,D"
2016,Power Plants,2,0.75,"C,D"
2015,Power Plants,2,40.25,"C,D"
2015,Power Plants,4,0.25,"C,D"
2015,Power Plants,2,0.25,"C,D"
2015,Power Plants,2,6.5,"C,D"
2015,Power Plants,2,6.5,"C,D"
2015,Power Plants,2,6.5,"C,D"
2015,Power Plants,2,0.25,"C,D"
2014,Power Plants,2,46.25,"C,D"
2014,Power Plants,2,0.5,"C,D"
2014,Power Plants,4,0.5,"C,D"
2014,Power Plants,2,8.5,"C,D"
2014,Power Plants,2,11.5,"C,D"
2014,Power Plants,2,9.5,"C,D"
2014,Power Plants,2,0.25,"C,D"
2013,Power Plants,2,64.5,"C,D"
2013,Power Plants,4,0.75,"C,D"
2013,Power Plants,4,0.25,"C,D"
2013,Power Plants,2,9.75,"C,D"
2013,Power Plants,2,16.75,"C,D"
2013,Power Plants,2,20.25,"C,D"
2013,Power Plants,2,0.25,"C,D"
2012,Power Plants,2,8.75,"C,D"
2012,Power Plants,4,0.5,"C,D"
2012,Power Plants,4,1.25,"C,D"
2012,Power Plants,2,8.75,"C,D"
2012,Power Plants,2,9.5,"C,D"
2012,Power Plants,2,8.75,"C,D"
2012,Power Plants,2,0.25,"C,D"
2011,Power Plants,2,101.25,"C,D"
2011,Power Plants,4,5,"C,D"
2011,Power Plants,4,4.25,"C,D"
2011,Power Plants,2,6.25,"C,D"
2011,Power Plants,2,5,"C,D"
2011,Power Plants,2,6.5,"C,D"
2011,Power Plants,2,0.5,"C,D"
2016,Power Plants,2,0.25,"C,D"
2016,Power Plants,2,0.25,"C,D"
2016,Power Plants,2,0.5,"C,D"
2016,Power Plants,2,0.25,"C,D"
2016,Power Plants,2,0.25,"C,D"
2014,Power Plants,2,0.75,"C,D"
2014,Power Plants,2,2,"C,D"
2013,Power Plants,2,0.5,"C,D"
2013,Power Plants,2,0.25,"C,D"
2012,Power Plants,2,0.5,"C,D"
2012,Power Plants,2,0.25,"C,D"
2011,Power Plants,2,0.25,"C,D"
2011,Power Plants,2,0.5,"C,D"
2013,Power Plants,1,148.75,"C,D"
2013,Power Plants,4,0.5,"C,D"
2013,Power Plants,2,0.25,"C,D"
2012,Power Plants,1,281.25,"C,D"
2012,Power Plants,4,1.75,"C,D"
2012,Power Plants,4,1.25,"C,D"
2012,Power Plants,4,0.25,"C,D"
2011,Power Plants,1,577.75,"C,D"
2011,Power Plants,4,2.5,"C,D"
2011,Power Plants,4,1,"C,D"
2019,Power Plants,3,94.5,C
2019,Power Plants,3,242.75,C
2018,Power Plants,3,136,C
2018,Power Plants,3,306.5,C
2017,Power Plants,3,151.75,C
2017,Power Plants,3,339.75,C
2016,Power Plants,3,171.75,C
2016,Power Plants,3,340.75,C
2015,Power Plants,3,204,C
2015,Power Plants,3,351.5,C
2014,Power Plants,3,253.75,C
2014,Power Plants,3,335.75,C
2013,Power Plants,3,157.5,C
2013,Power Plants,3,1487.5,C
2012,Power Plants,3,255,C
2012,Power Plants,3,1537.5,C
2011,Power Plants,2,0.25,C
2011,Power Plants,2,0.25,C
2011,Power Plants,3,242.5,C
2011,Power Plants,3,1607.5,C
2022,Power Plants,1,369.5,"C,D"
2022,Power Plants,1,402.75,"C,D"
2022,Power Plants,1,1261,"C,D"
2022,Power Plants,4,0.5,"C,D"
2022,Power Plants,4,1.25,"C,D"
2022,Power Plants,2,0.25,"C,D"
2021,Power Plants,1,502.25,"C,D"
2021,Power Plants,1,349,"C,D"
2021,Power Plants,1,1330.75,"C,D"
2021,Power Plants,4,0.25,"C,D"
2021,Power Plants,4,1.25,"C,D"
2021,Power Plants,2,0.25,"C,D"
2020,Power Plants,1,204.5,"C,D"
2020,Power Plants,1,238.25,"C,D"
2020,Power Plants,1,1327.25,"C,D"
2020,Power Plants,4,1,"C,D"
2020,Power Plants,4,1,"C,D"
2020,Power Plants,2,0.25,"C,D"
2019,Power Plants,1,407.25,"C,D"
2019,Power Plants,1,453.5,"C,D"
2019,Power Plants,1,1304.5,"C,D"
2019,Power Plants,4,0.25,"C,D"
2019,Power Plants,4,0.25,"C,D"
2019,Power Plants,2,0.25,"C,D"
2018,Power Plants,1,314.75,"C,D"
2018,Power Plants,1,376.5,"C,D"
2018,Power Plants,1,1330.25,"C,D"
2018,Power Plants,4,1,"C,D"
2018,Power Plants,4,1.5,"C,D"
2018,Power Plants,2,0.25,"C,D"
2017,Power Plants,1,284.75,"C,D"
2017,Power Plants,1,323,"C,D"
2017,Power Plants,1,1423.75,"C,D"
2017,Power Plants,4,0.5,"C,D"
2017,Power Plants,4,0.25,"C,D"
2017,Power Plants,4,0.25,"C,D"
2017,Power Plants,2,0.25,"C,D"
2016,Power Plants,1,232.75,"C,D"
2016,Power Plants,1,271.75,"C,D"
2016,Power Plants,1,676.5,"C,D"
2016,Power Plants,1,273.25,"C,D"
2016,Power Plants,4,0.75,"C,D"
2016,Power Plants,4,0.25,"C,D"
2016,Power Plants,4,1.5,"C,D"
2016,Power Plants,2,0.25,"C,D"
2016,Power Plants,1,116,"C,D"
2016,Power Plants,1,119,"C,D"
2015,Power Plants,1,847,"C,D"
2015,Power Plants,4,0.25,"C,D"
2015,Power Plants,2,0.25,"C,D"
2015,Power Plants,1,740,"C,D"
2015,Power Plants,1,739.25,"C,D"
2014,Power Plants,1,915,"C,D"
2014,Power Plants,4,0.25,"C,D"
2014,Power Plants,1,647,"C,D"
2014,Power Plants,1,662,"C,D"
2013,Power Plants,1,839.25,"C,D"
2013,Power Plants,4,0.25,"C,D"
2013,Power Plants,4,0.5,"C,D"
2013,Power Plants,4,0.25,"C,D"
2013,Power Plants,1,718.75,"C,D"
2013,Power Plants,1,707,"C,D"
2012,Power Plants,1,717.75,"C,D"
2012,Power Plants,4,0.75,"C,D"
2012,Power Plants,4,0.75,"C,D"
2012,Power Plants,1,654.25,"C,D"
2012,Power Plants,1,689.75,"C,D"
2011,Power Plants,1,733.25,"C,D"
2011,Power Plants,4,0.75,"C,D"
2011,Power Plants,1,740,"C,D"
2011,Power Plants,1,732,"C,D"
2016,Power Plants,1,42.5,"C,D"
2016,Power Plants,1,37,"C,D"
2016,Power Plants,1,40,"C,D"
2015,Power Plants,1,170.25,"C,D"
2015,Power Plants,1,133.75,"C,D"
2015,Power Plants,1,197.5,"C,D"
2014,Power Plants,1,135.25,"C,D"
2014,Power Plants,1,152.25,"C,D"
2014,Power Plants,1,216,"C,D"
2013,Power Plants,1,148.25,"C,D"
2013,Power Plants,1,157.75,"C,D"
2013,Power Plants,1,167.25,"C,D"
2012,Power Plants,1,130.25,"C,D"
2012,Power Plants,1,116.75,"C,D"
2012,Power Plants,1,135.75,"C,D"
2011,Power Plants,1,117,"C,D"
2011,Power Plants,1,160,"C,D"
2011,Power Plants,1,177.25,"C,D"
2011,Power Plants,4,0.25,"C,D"
2022,Power Plants,2,149.5,"C,D"
2022,Power Plants,2,52.75,"C,D"
2022,Power Plants,2,51.75,"C,D"
2022,Power Plants,2,51.5,"C,D"
2022,Power Plants,2,55.75,"C,D"
2022,Power Plants,2,53.75,"C,D"
2022,Power Plants,2,54.5,"C,D"
2021,Power Plants,2,129.25,"C,D"
2021,Power Plants,2,0.25,"C,D"
2021,Power Plants,2,49.75,"C,D"
2021,Power Plants,2,49.5,"C,D"
2021,Power Plants,2,54.75,"C,D"
2021,Power Plants,2,54.5,"C,D"
2021,Power Plants,2,52.25,"C,D"
2021,Power Plants,2,55.25,"C,D"
2020,Power Plants,2,104.75,"C,D"
2020,Power Plants,2,0.25,"C,D"
2020,Power Plants,2,45,"C,D"
2020,Power Plants,2,44.25,"C,D"
2020,Power Plants,2,42,"C,D"
2020,Power Plants,2,43,"C,D"
2020,Power Plants,2,46.25,"C,D"
2020,Power Plants,2,44.75,"C,D"
2019,Power Plants,2,127.5,"C,D"
2019,Power Plants,2,0.25,"C,D"
2019,Power Plants,2,49.5,"C,D"
2019,Power Plants,2,51.25,"C,D"
2019,Power Plants,2,51.5,"C,D"
2019,Power Plants,2,52,"C,D"
2019,Power Plants,2,49.75,"C,D"
2019,Power Plants,2,53.75,"C,D"
2018,Power Plants,2,103.75,"C,D"
2018,Power Plants,2,52.5,"C,D"
2018,Power Plants,2,52.5,"C,D"
2018,Power Plants,2,52.5,"C,D"
2018,Power Plants,2,51,"C,D"
2018,Power Plants,2,53,"C,D"
2018,Power Plants,2,52.5,"C,D"
2017,Power Plants,2,102.5,"C,D"
2017,Power Plants,2,45,"C,D"
2017,Power Plants,2,46.25,"C,D"
2017,Power Plants,2,46,"C,D"
2017,Power Plants,2,48.5,"C,D"
2017,Power Plants,2,47.5,"C,D"
2017,Power Plants,2,46,"C,D"
2016,Power Plants,2,121.75,"C,D"
2016,Power Plants,2,51.5,"C,D"
2016,Power Plants,2,51.75,"C,D"
2016,Power Plants,2,51,"C,D"
2016,Power Plants,2,52,"C,D"
2016,Power Plants,2,51.5,"C,D"
2016,Power Plants,2,51.25,"C,D"
2015,Power Plants,2,69,"C,D"
2015,Power Plants,2,30,"C,D"
2015,Power Plants,2,29.75,"C,D"
2015,Power Plants,2,25.25,"C,D"
2015,Power Plants,2,30.5,"C,D"
2015,Power Plants,2,29.5,"C,D"
2015,Power Plants,2,29.75,"C,D"
2014,Power Plants,2,36.25,"C,D"
2014,Power Plants,2,15.75,"C,D"
2014,Power Plants,2,16,"C,D"
2014,Power Plants,2,15.75,"C,D"
2014,Power Plants,2,16,"C,D"
2014,Power Plants,2,15.5,"C,D"
2014,Power Plants,2,15.75,"C,D"
2013,Power Plants,2,58.25,"C,D"
2013,Power Plants,2,22.5,"C,D"
2013,Power Plants,2,22,"C,D"
2013,Power Plants,2,22.25,"C,D"
2013,Power Plants,2,21.25,"C,D"
2013,Power Plants,2,22,"C,D"
2013,Power Plants,2,21.75,"C,D"
2012,Power Plants,2,116.5,"C,D"
2012,Power Plants,2,42,"C,D"
2012,Power Plants,2,41.5,"C,D"
2012,Power Plants,2,42,"C,D"
2012,Power Plants,2,41.25,"C,D"
2012,Power Plants,2,42.75,"C,D"
2012,Power Plants,2,42.75,"C,D"
2011,Power Plants,2,64.75,"C,D"
2011,Power Plants,2,0.5,"C,D"
2011,Power Plants,2,25.5,"C,D"
2011,Power Plants,2,26.5,"C,D"
2011,Power Plants,2,25.75,"C,D"
2011,Power Plants,2,26.5,"C,D"
2011,Power Plants,2,26.5,"C,D"
2011,Power Plants,2,25,"C,D"
2018,Power Plants,2,0.25,"C,D"
2017,Power Plants,2,0.25,"C,D"
2016,Power Plants,1,66.5,"C,D"
2016,Power Plants,1,10,"C,D"
2016,Power Plants,2,0.25,"C,D"
2015,Power Plants,1,129.75,"C,D"
2015,Power Plants,1,124.5,"C,D"
2015,Power Plants,1,114.5,"C,D"
2015,Power Plants,2,0.25,"C,D"
2014,Power Plants,1,108.25,"C,D"
2014,Power Plants,1,38.25,"C,D"
2014,Power Plants,1,93.75,"C,D"
2014,Power Plants,2,0.25,"C,D"
2013,Power Plants,1,139.75,"C,D"
2013,Power Plants,1,79.75,"C,D"
2013,Power Plants,1,32,"C,D"
2013,Power Plants,2,0.25,"C,D"
2012,Power Plants,1,103.5,"C,D"
2012,Power Plants,1,81.75,"C,D"
2012,Power Plants,1,44.25,"C,D"
2011,Power Plants,1,171.5,"C,D"
2011,Power Plants,1,389.25,"C,D"
2011,Power Plants,1,333.75,"C,D"
2011,Power Plants,2,0.25,"C,D"
2022,Power Plants,2,32.5,D
2021,Power Plants,2,12.5,D
2020,Power Plants,2,24,D
2019,Power Plants,2,18.5,D
2018,Power Plants,2,3.5,D
2017,Power Plants,2,2,D
2016,Power Plants,2,2.75,D
2015,Power Plants,2,0.5,D
2014,Power Plants,2,1,D
2013,Power Plants,2,1,D
2012,Power Plants,2,2.25,D
2011,Power Plants,2,1.25,D
2022,Power Plants,2,7.75,"C,D"
2022,Power Plants,2,3.75,"C,D"
2021,Power Plants,2,7,"C,D"
2021,Power Plants,2,7,"C,D"
2020,Power Plants,2,3,"C,D"
2020,Power Plants,2,3,"C,D"
2019,Power Plants,2,3.25,"C,D"
2019,Power Plants,2,3,"C,D"
2019,Power Plants,2,0.25,"C,D"
2018,Power Plants,2,5,"C,D"
2018,Power Plants,2,5.25,"C,D"
2018,Power Plants,2,0.25,"C,D"
2017,Power Plants,2,2.5,"C,D"
2017,Power Plants,2,2.5,"C,D"
2017,Power Plants,2,0.25,"C,D"
2016,Power Plants,2,6,"C,D"
2016,Power Plants,2,6,"C,D"
2016,Power Plants,2,0.25,"C,D"
2015,Power Plants,2,5.25,"C,D"
2015,Power Plants,2,5.5,"C,D"
2015,Power Plants,2,0.25,"C,D"
2014,Power Plants,2,2.75,"C,D"
2014,Power Plants,2,3,"C,D"
2014,Power Plants,2,0.25,"C,D"
2013,Power Plants,2,3.75,"C,D"
2013,Power Plants,2,3.75,"C,D"
2013,Power Plants,2,0.25,"C,D"
2012,Power Plants,2,6,"C,D"
2012,Power Plants,2,6,"C,D"
2011,Power Plants,2,3.5,"C,D"
2011,Power Plants,2,2.75,"C,D"
2022,Power Plants,2,1.25,"C,D"
2022,Power Plants,2,2.25,"C,D"
2022,Power Plants,2,1,"C,D"
2022,Power Plants,2,1,"C,D"
2021,Power Plants,2,1.25,"C,D"
2021,Power Plants,2,0.75,"C,D"
2021,Power Plants,2,0.5,"C,D"
2021,Power Plants,2,0.75,"C,D"
2021,Power Plants,2,0.25,"C,D"
2020,Power Plants,2,0.25,"C,D"
2020,Power Plants,2,0.5,"C,D"
2020,Power Plants,2,0.75,"C,D"
2020,Power Plants,2,0.25,"C,D"
2019,Power Plants,2,0.75,"C,D"
2019,Power Plants,2,4.25,"C,D"
2018,Power Plants,2,0.5,"C,D"
2018,Power Plants,2,0.5,"C,D"
2018,Power Plants,2,0.5,"C,D"
2018,Power Plants,2,0.5,"C,D"
2017,Power Plants,2,0.5,"C,D"
2017,Power Plants,2,0.5,"C,D"
2017,Power Plants,2,0.5,"C,D"
2017,Power Plants,2,0.5,"C,D"
2016,Power Plants,2,0.75,"C,D"
2016,Power Plants,2,0.5,"C,D"
2016,Power Plants,2,0.75,"C,D"
2016,Power Plants,2,0.75,"C,D"
2015,Power Plants,2,2.25,"C,D"
2015,Power Plants,2,0.25,"C,D"
2014,Power Plants,2,0.25,"C,D"
2014,Power Plants,2,0.75,"C,D"
2014,Power Plants,2,0.25,"C,D"
2013,Power Plants,2,0.5,"C,D"
2013,Power Plants,2,2.25,"C,D"
2013,Power Plants,2,1.25,"C,D"
2013,Power Plants,2,1.5,"C,D"
2012,Power Plants,2,1.75,"C,D"
2012,Power Plants,2,1.25,"C,D"
2012,Power Plants,2,2.5,"C,D"
2012,Power Plants,2,0.25,"C,D"
2011,Power Plants,2,4,"C,D"
2011,Power Plants,2,1.75,"C,D"
2011,Power Plants,2,5.25,"C,D"
2011,Power Plants,2,3,"C,D"
2022,Power Plants,2,249.5,"C,D"
2022,Power Plants,2,1.5,"C,D"
2022,Power Plants,2,2,"C,D"
2021,Power Plants,2,208,"C,D"
2021,Power Plants,2,5.75,"C,D"
2021,Power Plants,2,5.5,"C,D"
2020,Power Plants,2,243.25,"C,D"
2020,Power Plants,2,0.5,"C,D"
2020,Power Plants,2,0.25,"C,D"
2019,Power Plants,2,229,"C,D"
2019,Power Plants,2,1,"C,D"
2019,Power Plants,2,1,"C,D"
2018,Power Plants,2,236.75,"C,D"
2018,Power Plants,2,0.25,"C,D"
2018,Power Plants,2,0.25,"C,D"
2017,Power Plants,2,229.5,"C,D"
2017,Power Plants,2,0.25,"C,D"
2016,Power Plants,2,240.5,"C,D"
2016,Power Plants,2,0.25,"C,D"
2016,Power Plants,2,0.25,"C,D"
2015,Power Plants,2,250,"C,D"
2015,Power Plants,2,0.25,"C,D"
2015,Power Plants,2,0.25,"C,D"
2014,Power Plants,2,243.5,"C,D"
2014,Power Plants,2,0.25,"C,D"
2014,Power Plants,2,0.25,"C,D"
2013,Power Plants,4,662.5,"C,D"
2013,Power Plants,2,0.25,"C,D"
2013,Power Plants,2,0.25,"C,D"
2012,Power Plants,2,5025.25,"C,D"
2012,Power Plants,2,0.25,"C,D"
2012,Power Plants,2,0.25,"C,D"
2011,Power Plants,2,259.75,"C,D"
2011,Power Plants,2,150,"C,D"
2011,Power Plants,2,2.25,"C,D"
2022,Power Plants,2,121.75,C
2022,Power Plants,2,119,C
2022,Power Plants,2,129.75,C
2022,Power Plants,2,131.25,C
2022,Power Plants,2,105.5,C
2022,Power Plants,2,168.75,C
2022,Power Plants,2,111.5,C
2022,Power Plants,2,135,C
2022,Power Plants,2,153.25,C
2022,Power Plants,2,202,C
2022,Power Plants,2,139.5,C
2022,Power Plants,2,134.5,C
2022,Power Plants,2,5,C
2022,Power Plants,2,5.5,C
2022,Power Plants,2,8,C
2022,Power Plants,2,2.25,C
2022,Power Plants,2,1.75,C
2022,Power Plants,2,4,C
2021,Power Plants,2,131.25,C
2021,Power Plants,2,133,C
2021,Power Plants,2,157.75,C
2021,Power Plants,2,108.5,C
2021,Power Plants,2,104.5,C
2021,Power Plants,2,119,C
2021,Power Plants,2,111,C
2021,Power Plants,2,127.25,C
2021,Power Plants,2,97.75,C
2021,Power Plants,2,176,C
2021,Power Plants,2,125.25,C
2021,Power Plants,2,120.25,C
2021,Power Plants,2,4.75,C
2021,Power Plants,2,4.5,C
2021,Power Plants,2,11.5,C
2021,Power Plants,2,5,C
2021,Power Plants,2,0.25,C
2020,Power Plants,2,167.75,C
2020,Power Plants,2,190.75,C
2020,Power Plants,2,173.25,C
2020,Power Plants,2,157,C
2020,Power Plants,2,168.5,C
2020,Power Plants,2,178.25,C
2020,Power Plants,2,158.25,C
2020,Power Plants,2,182.5,C
2020,Power Plants,2,182.5,C
2020,Power Plants,2,206,C
2020,Power Plants,2,176.5,C
2020,Power Plants,2,160.75,C
2020,Power Plants,2,1.75,C
2020,Power Plants,2,1,C
2019,Power Plants,2,139.5,C
2019,Power Plants,2,194.75,C
2019,Power Plants,2,163.25,C
2019,Power Plants,2,166,C
2019,Power Plants,2,156.25,C
2019,Power Plants,2,161,C
2019,Power Plants,2,143.75,C
2019,Power Plants,2,175.25,C
2019,Power Plants,2,144,C
2019,Power Plants,2,194.5,C
2019,Power Plants,2,168.75,C
2019,Power Plants,2,158,C
2019,Power Plants,2,0.5,C
2019,Power Plants,2,0.25,C
2019,Power Plants,2,1.5,C
2019,Power Plants,2,0.5,C
